4.1166,3.9319,4.415
4.1166,3.9319,4.415
4.8976,-5.9451,1.4146
10.159,-18.474,2.6503
5.113,-1.7924,4.4315
3.2588,12.497,0.33787
26.693,15.276,-2.143
1.2592,-5.0663,6.3054
7.2245,-9.4573,3.18
5.7814,-2.5794,2.7654
0.85412,12.15,3.2351
0.85412,12.15,3.2351
-3.3104,-5.0577,5.5665
6.089,-12.211,-0.78564
8.8442,6.6871,5.4588
4.8125,11.168,3.9889
4.8125,11.168,3.9889
-1.5067,-1.8602,5.2998
6.6688,-14.875,2.0397
6.2442,8.3056,6.2927
-0.85534,3.6817,5.4347
-0.85534,3.6817,5.4347
3.2117,-10.075,0.2321
6.7034,-17.573,-0.62933
8.5185,6.5179,7.0723
7.303,10.043,4.7417
7.303,10.043,4.7417
4.3489,-8.6109,2.2782
3.9745,-16.572,-0.26783
8.6133,6.9409,4.5527
0.87958,25.126,4.9511
0.87958,25.126,4.9511
5.655,-7.1246,1.6263
8.2303,-16.01,0.42357
6.8214,2.8189,5.8301
7.8148,13.356,2.9352
7.8148,13.356,2.9352
5.596,-9.0111,-0.31799
5.6036,-17.808,1.5222
7.5293,5.6972,4.7839
1.2773,11.731,2.967
1.2773,11.731,2.967
6.3301,-12.074,0.58929
10.42,-17.045,3.0453
11.485,5.5999,5.934
5.9099,10.671,2.5107
5.9099,10.671,2.5107
2.0461,-12.595,0.38559
10.3,-17.537,3.7343
9.1283,7.1168,3.9747
5.9196,20.501,3.8043
5.9196,20.501,3.8043
6.5353,-12.409,1.4803
5.7667,-21.19,2.9184
9.6276,4.8127,5.5607
6.8732,23.091,4.5684
6.8732,23.091,4.5684
6.5353,-12.409,1.4803
5.2419,-18.992,2.0286
5.3904,4.3127,7.0954
3.5984,21.776,1.7602
3.5984,21.776,1.7602
2.4169,-13.183,0.9992
4.5031,-15.763,3.9208
8.3615,6.7218,5.669
8.0253,15.267,0.78436
8.0253,15.267,0.78436
1.0232,-6.8021,1.9179
6.9505,-14.609,3.6309
7.4751,8.3593,6.2596
6.1127,13.946,1.0112
6.1127,13.946,1.0112
5.6308,-8.8205,1.0455
7.8451,-11.592,1.3371
7.9319,7.0224,8.8756
4.6851,12.883,1.0844
9.1833,16.81,-0.16367
2.3803,-7.0765,0.9822
4.1485,-16.67,2.6101
6.1198,6.0576,5.1271
5.6201,12.955,1.1303
4.575,10.209,0.32354
6.5821,-2.1553,1.5952
4.2571,-14.44,1.6076
5.3496,4.1105,6.1905
2.5833,17.752,2.3182
6.2747,23.845,0.34935
1.8845,-9.832,3.1164
3.1098,-17.744,1.9636
9.6562,4.2327,6.2711
3.4207,15.804,1.3739
9.8957,18.91,-2.651
4.4371,-6.882,1.9237
2.4892,-13.914,2.7671
-1.7698,2.1443,5.3795
5.7789,10.638,-0.68468
17.774,25.42,0.98628
3.9856,-13.501,3.6624
3.9856,-13.501,3.6624
-1.0968,3.6207,6.0192
8.082,15.537,-2.6806
9.6896,23.51,0.94879
4.0211,-13.085,4.0143
0.79917,-8.9453,3.2194
2.7928,2.2931,5.8666
7.8345,16.545,-0.30242
7.8612,23.184,1.6082
6.4307,-10.337,2.9564
1.3506,-7.1482,5.2053
5.7721,2.1777,4.5629
7.9806,10.278,-1.5532
4.1811,18.641,1.0977
-0.09948,-0.24288,3.0491
1.7329,-16.45,3.8684
6.7842,2.8806,4.4211
4.307,11.38,-1.0053
4.67,19.967,0.029455
5.3072,-14.235,2.251
0.79526,-19.32,3.191
5.8248,2.8596,3.7968
9.4203,10.801,-1.8564
5.8204,18.345,-0.10552
2.3973,-10.782,3.0345
2.9267,-17.511,2.1948
3.964,3.1189,3.8143
14.24,14.905,-2.2593
6.4666,15.536,0.56047
0.87571,-3.4968,3.2759
-0.094196,-3.7348,6.3577
8.3387,-0.69982,3.0655
9.9085,20.839,-2.5532
6.9168,7.5011,-2.2658
2.4479,-12.101,5.699
-5.8451,-9.6968,3.6963
0.6512,-0.56593,3.0238
12.639,17.936,-3.0324
6.7671,15.833,-1.8223
5.4851,-5.1864,5.546
2.8722,-4.1908,3.4286
3.9244,-1.9464,1.0748
9.6977,19.395,-2.5041
9.8579,17.512,-0.43273
3.8489,-9.0894,3.761
5.3329,-1.0191,3.058
7.0474,-1.539,4.8591
8.2763,21.185,-0.082554
10.728,19.492,-0.68535
2.3645,-5.0784,6.2924
2.3073,-4.809,3.2089
8.2393,-0.12568,4.4892
5.9226,9.5169,1.2768
1.3784,19.693,-2.3125
-2.6131,2.3976,4.0184
-1.9572,-9.6253,4.7962
6.0713,1.4462,6.1332
8.432,11.95,1.0098
8.9136,22.92,-2.3075
2.9154,-2.6123,6.2607
-4.4775,-13.197,1.8667
7.1165,-0.8166,5.9668
7.8495,28.162,-1.687
10.937,21.322,-1.3398
2.551,-4.0127,4.6124
5.9332,-12.605,2.7938
9.6969,-2.9341,5.74
9.6969,-2.9341,5.74
6.2233,22.542,-0.73733
0.098788,-3.9984,7.8326
-1.4227,-17.499,0.83473
5.2411,-1.2509,3.5214
5.2411,-1.2509,3.5214
8.4401,25.086,0.1614
6.9535,5.2499,5.0273
0.78728,-17.693,1.791
4.501,-1.0207,2.2539
4.501,-1.0207,2.2539
8.5106,8.6941,0.0059136
1.5891,-2.3328,8.0494
0.043356,-16.223,0.20073
2.3448,-1.5866,2.6221
2.3448,-1.5866,2.6221
7.9094,18.118,-1.1698
4.9712,-1.5227,7.8772
4.9712,-1.5227,7.8772
-4.2891,-3.0578,1.0317
-4.2891,-3.0578,1.0317
5.812,19.831,-1.7385
0.67295,-1.9139,5.7676
2.389,-18.784,1.6655
-5.1192,-2.2664,0.82536
-5.1192,-2.2664,0.82536
3.1443,14.677,-0.83093
3.4352,-3.6448,4.0774
0.26778,-20.291,1.8478
4.7174,-5.6271,1.9851
4.7174,-5.6271,1.9851
4.7174,-5.6271,1.9851
1.167,-3.7555,4.1177
0.8199,-20.296,2.0387
-0.89454,-3.1271,1.9453
-0.89454,-3.1271,1.9453
-0.89454,-3.1271,1.9453
7.6004,-9.4022,2.9074
-1.7614,-16.949,4.9654
0.67871,-5.1226,1.5142
0.67871,-5.1226,1.5142
0.67871,-5.1226,1.5142
-4.443,-1.1697,3.838
0.67335,-16.038,4.176
-5.253,-2.8562,2.9024
-5.253,-2.8562,2.9024
-5.253,-2.8562,2.9024
2.6651,-15.033,4.1043
2.3859,-18.534,3.2034
0.28503,-6.086,2.5434
0.28503,-6.086,2.5434
0.28503,-6.086,2.5434
6.4685,-11.247,6.2131
4.3311,-18.646,4.3265
6.3292,5.4615,4.6842
6.3292,5.4615,4.6842
6.3292,5.4615,4.6842
1.0897,-0.5314,4.6997
5.0979,-18.343,3.1191
4.1935,3.5651,1.1717
4.1935,3.5651,1.1717
4.1935,3.5651,1.1717
5.968,-7.4251,3.9372
3.5721,-19.667,2.6235
1.9412,-1.0168,1.0829
6.93,8.0859,3.9999
6.93,8.0859,3.9999
5.9291,-7.2375,2.8566
4.7331,-17.837,3.3208
3.9387,-0.8142,3.0098
5.2052,15.328,4.1026
5.2052,15.328,4.1026
-0.3895,-1.8693,4.0333
4.3826,-18.792,4.0763
-0.83014,2.3972,3.3666
2.9049,6.0248,4.2069
2.9049,6.0248,4.2069
4.2618,-8.461,2.9427
3.7429,-19.092,4.4295
-1.4289,6.6392,3.1023
9.6107,9.2841,5.3458
9.6107,9.2841,5.3458
5.0584,-3.4136,3.2337
5.0584,-3.4136,3.2337
2.5364,1.8148,2.7582
0.069189,5.5279,5.262
0.069189,5.5279,5.262
4.0769,-1.9637,4.5836
5.0165,-19.627,5.8687
0.0088983,6.0564,4.2581
3.0598,9.0311,2.7983
11.418,-10.782,3.473
4.8752,-6.3235,3.0298
4.8949,-17.917,6.3916
4.0124,6.0077,2.7962
8.9681,4.4306,2.5423
10.303,-1.5142,5.3269
5.2477,-2.5781,4.759
8.0256,-17.762,5.7079
4.6853,9.3835,1.4896
8.4225,4.8924,5.7166
7.2271,5.4117,4.6693
2.8699,-0.91299,4.3892
6.9605,-19.001,6.5299
9.0565,6.9894,2.19
10.632,3.3317,3.8921
7.4854,22.361,3.2933
0.83928,0.69226,4.1296
0.83928,0.69226,4.1296
7.0258,5.2582,-0.10101
4.9348,7.7441,2.2384
11.789,5.3133,1.2533
7.8656,-4.654,1.9147
7.8656,-4.654,1.9147
4.2353,6.19,2.0794
7.3692,1.3012,1.7768
11.352,6.2227,2.8431
9.2707,-5.5743,2.7881
7.9977,-16.819,8.7321
6.8539,7.0021,0.91983
5.0869,2.3204,0.44055
6.4215,4.3575,1.6429
4.822,4.9465,5.1446
4.822,4.9465,5.1446
6.0226,2.3048,1.6291
3.3901,6.4167,3.4547
8.1458,4.8143,1.7133
4.7556,5.0049,3.7271
4.7556,5.0049,3.7271
10.426,1.9541,1.8472
1.6422,-1.5226,0.96463
8.8151,2.6955,2.3777
9.2173,-7.1201,2.5958
9.2173,-7.1201,2.5958
6.3285,1.6802,2.6701
1.4199,-2.1232,4.4466
11.085,3.4947,0.28369
7.0299,-3.8985,2.4151
8.698,-25.373,4.1381
4.7154,-0.69052,2.4826
0.58762,-0.45117,3.9949
6.4739,0.5933,2.4788
1.156,1.8312,3.2138
1.156,1.8312,3.2138
4.6114,1.5436,3.8985
5.5768,-1.7809,4.5358
12.105,5.1077,8.4497
5.9398,4.9096,2.5739
7.5938,-14.48,2.1577
5.7855,7.0702,4.4918
5.6586,-1.3862,4.2726
11.239,-0.36183,2.9832
5.311,-3.6635,1.1065
13.341,-17.54,6.159
7.1156,10.311,4.8879
3.6247,-1.9336,4.0485
8.2542,-0.86181,3.6603
9.8295,-4.281,1.6817
10.646,-13.793,5.1493
6.2603,15.819,1.9438
4.394,-2.9787,3.9296
6.4727,-0.71957,3.5644
9.0384,-15.977,1.6132
4.4164,-16.855,2.206
6.3341,6.4845,6.4157
6.6966,-2.3934,2.9787
10.935,-1.2176,3.1814
14.075,-10.116,1.1461
7.3094,-11.567,1.9528
6.4343,8.0529,4.5901
7.0586,-2.2571,3.3808
6.0183,-2.441,3.1758
8.9723,-9.7055,0.84479
7.8968,-18.281,2.2095
12.574,6.6547,3.0264
3.3557,-3.8511,3.1532
5.5917,-0.2071,4.1224
5.4679,-15.766,0.45444
7.0629,-11.69,1.8071
9.5867,7.6242,4.9375
-0.026017,-4.5848,2.2679
7.3131,-2.3005,3.5437
4.5158,-5.3997,0.88981
5.3894,-16.209,0.75429
4.7412,8.5018,3.4724
2.8703,-3.6247,2.4838
6.0887,-1.2132,4.4089
8.4414,-0.15638,0.24197
6.3769,-8.0332,-1.0188
